REGION,TECHNOLOGY,RUN,VALUE
E06000004,Building eff. measures (high),nz-2040_hp-01,1.695923673042165e-05
E06000004,Building eff. measures (high),nz-2045_hp-00,2.0415596065452656e-05
E06000004,Building eff. measures (high),nz-2045_hp-01,1.4328187108803429e-05
E06000004,Building eff. measures (high),nz-2050_hp-00,1.0676591442908004e-06
E06000004,Building eff. measures (high),nz-2050_hp-01,3.012450779453892e-05
E06000004,Building eff. measures (low),nz-2040_hp-00,276.3088405793488
E06000004,Building eff. measures (low),nz-2040_hp-01,261.0908290817196
E06000004,Building eff. measures (low),nz-2045_hp-00,248.54660591211615
E06000004,Building eff. measures (low),nz-2045_hp-01,252.0176315529146
E06000004,Building eff. measures (low),nz-2050_hp-00,33.17571677146153
E06000004,Building eff. measures (low),nz-2050_hp-01,634.6346176429151
E06000004,Building eff. measures (mid),nz-2040_hp-00,0.6851898398586403
E06000004,Building eff. measures (mid),nz-2040_hp-01,0.0006808107864820107
E06000004,Building eff. measures (mid),nz-2045_hp-00,0.6058715066182377
E06000004,Building eff. measures (mid),nz-2045_hp-01,0.603927665085341
E06000004,Building eff. measures (mid),nz-2050_hp-00,0.290100513981779
E06000004,Building eff. measures (mid),nz-2050_hp-01,1.3445856980193043
E06000004,BEST,nz-2040_hp-00,1753.1766838117405
E06000004,BEST,nz-2040_hp-01,1753.1767002059034
E06000004,BEST,nz-2045_hp-00,1753.1766937632376
E06000004,BEST,nz-2045_hp-01,1753.1767000773705
E06000004,BEST,nz-2050_hp-00,1753.176725955046
E06000004,BEST,nz-2050_hp-01,1753.1767003903822
E06000004,Biomass boiler,nz-2040_hp-00,17.723957326548977
E06000004,Biomass boiler,nz-2040_hp-01,24.909418774156205
E06000004,Biomass boiler,nz-2045_hp-00,26.141940423241316
E06000004,Biomass boiler,nz-2045_hp-01,24.59891240592634
E06000004,Biomass boiler,nz-2050_hp-00,21.9613444931106
E06000004,Biomass boiler,nz-2050_hp-01,27.468570022810376
E06000004,Electric resistance heater,nz-2040_hp-00,2047.3926987745767
E06000004,Electric resistance heater,nz-2040_hp-01,710.7873732321298
E06000004,Electric resistance heater,nz-2045_hp-00,1008.9032956843209
