YEAR,TECHNOLOGY,RUN,VALUE
2050,Energy supply,nz-2050_hp-00,12.09766095166251
2050,Energy supply,nz-2050_hp-01,13.3934828999782
2050,Networks,nz-2040_hp-00,2.496704092579122
2050,Networks,nz-2040_hp-01,4.235805778708869
2050,Networks,nz-2045_hp-00,2.4511478806489695
2050,Networks,nz-2045_hp-01,2.4288246341312023
2050,Networks,nz-2050_hp-00,5.244461165796166
2050,Networks,nz-2050_hp-01,2.854695103750031
2050,District heat,nz-2040_hp-00,0.02968410280563107
2050,District heat,nz-2040_hp-01,0.2276151773207956
2050,District heat,nz-2045_hp-00,0.7860369047607728
2050,District heat,nz-2045_hp-01,0.6951603315211624
2050,District heat,nz-2050_hp-00,0.7886511242732529
2050,District heat,nz-2050_hp-01,3.4336893937221196
2050,Building retrofit,nz-2040_hp-00,0.5572502504325973
2050,Building retrofit,nz-2040_hp-01,0.5450358800053842
2050,Building retrofit,nz-2045_hp-00,0.5399484058088878
2050,Building retrofit,nz-2045_hp-01,0.5571247646146767
2050,Building retrofit,nz-2050_hp-00,0.3904771410843585
2050,Building retrofit,nz-2050_hp-01,0.657632447319799
2050,Building heating,nz-2040_hp-00,13.948304067712366
2050,Building heating,nz-2040_hp-01,12.643318564642914
2050,Building heating,nz-2045_hp-00,13.258259972322026
2050,Building heating,nz-2045_hp-01,13.30290714431697
2050,Building heating,nz-2050_hp-00,6.3568463551454615
2050,Building heating,nz-2050_hp-01,7.604491328431806
2050,Wet heating system,nz-2040_hp-00,2.149987841347651
2050,Wet heating system,nz-2040_hp-01,2.1241396024310326
2050,Wet heating system,nz-2045_hp-00,2.2183280406528665
2050,Wet heating system,nz-2045_hp-01,2.216471319303917
2050,Wet heating system,nz-2050_hp-00,1.1442049897616895
2050,Wet heating system,nz-2050_hp-01,0.6847356629511674
2050,Others,nz-2040_hp-00,4.208376188360276e-08
2050,Others,nz-2040_hp-01,1.9048836783339545e-08
2050,Others,nz-2045_hp-00,6.640606477533766e-09
2050,Others,nz-2045_hp-01,1.6768531569932285e-08
2050,Others,nz-2050_hp-00,1.3343761229856236e-10
2050,Others,nz-2050_hp-01,3.58052691494583e-08
2055,Energy supply,nz-2040_hp-00,8.922546341224622
2055,Energy supply,nz-2040_hp-01,12.261433908223333
2055,Energy supply,nz-2045_hp-00,8.98720217174553
2055,Energy supply,nz-2045_hp-01,8.19639517115247
2055,Energy supply,nz-2050_hp-00,11.970628488951641
2055,Energy supply,nz-2050_hp-01,12.621274636204387
2055,Networks,nz-2040_hp-00,2.4237486848658776
2055,Networks,nz-2040_hp-01,4.189008482649606
2055,Networks,nz-2045_hp-00,2.3741532506780274
