REGION,TECHNOLOGY,RUN,VALUE
E06000001,NGBOSD,nz-2050_hp-01_dh-01_lp-01_h2-01_UK|LA|SO,1.218785733284527e-06
E06000001,NGCHSD,nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,2.7863357962263314e-12
E06000001,NGCHSD,nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,1.2325578446373725e-12
E06000001,NGCHSD,nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,1.7471889125938625e-12
E06000001,NGCHSD,nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,9.962332486999117e-13
E06000001,NGCHSD,nz-2045_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,7.101357720209557e-13
E06000001,NGCHSD,nz-2045_hp-01_dh-00_lp-00_h2-00_UK|LA|SO,5.917665665758695e-13
E06000001,NGCHSD,nz-2045_hp-01_dh-00_lp-01_h2-00_UK|LA|SO,2.017434536552912e-13
E06000001,NGCHSD,nz-2045_hp-01_dh-00_lp-01_h2-01_UK|LA|SO,1.0673346175427187e-13
E06000001,NGCHSD,nz-2045_hp-01_dh-01_lp-00_h2-00_UK|LA|SO,1.2120363428932619e-12
E06000001,NGCHSD,nz-2045_hp-01_dh-01_lp-00_h2-01_UK|LA|SO,2.496389303072084e-13
E06000001,NGCHSD,nz-2045_hp-01_dh-01_lp-01_h2-00_UK|LA|SO,8.346491932493534e-13
E06000001,NGCHSD,nz-2045_hp-01_dh-01_lp-01_h2-01_UK|LA|SO,2.381150487148369e-12
E06000001,NGCHSD,nz-2050_hp-00_dh-00_lp-00_h2-01_UK|LA|SO,9.252588805956864e-13
E06000001,NGCHSD,nz-2050_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,1.9591380004534324e-12
E06000001,NGCHSD,nz-2050_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,2.07153460715501e-12
E06000001,NGCHSD,nz-2050_hp-00_dh-01_lp-00_h2-01_UK|LA|SO,5.394124287463478e-12
E06000001,NGCHSD,nz-2050_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,3.5379528051975675e-12
E06000001,NGCHSD,nz-2050_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,9.649500475405744e-13
E06000001,NGCHSD,nz-2050_hp-01_dh-00_lp-00_h2-00_UK|LA|SO,6.242799792588201e-13
E06000001,NGCHSD,nz-2050_hp-01_dh-00_lp-00_h2-01_UK|LA|SO,3.5065664729775245e-12
E06000001,NGCHSD,nz-2050_hp-01_dh-00_lp-01_h2-00_UK|LA|SO,2.429096786773645e-13
E06000001,NGCHSD,nz-2050_hp-01_dh-00_lp-01_h2-01_UK|LA|SO,1.7071346717825772e-13
E06000001,NGCHSD,nz-2050_hp-01_dh-01_lp-00_h2-00_UK|LA|SO,6.764936435168288e-13
E06000001,NGCHSD,nz-2050_hp-01_dh-01_lp-00_h2-01_UK|LA|SO,5.112671397424626e-13
E06000001,NGCHSD,nz-2050_hp-01_dh-01_lp-01_h2-00_UK|LA|SO,1.2620480205231201e-12
E06000001,NGCHSD,nz-2050_hp-01_dh-01_lp-01_h2-01_UK|LA|SO,4.225421960235072e-13
E06000001,RWHPSD,nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,5.4681494584974904e-05
E06000001,RWHPSD,nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,9.666032975366898e-05
